txn_id,txn_ts,amount,card_id,merchant_id,device_id,channel,country,auth_result,is_fraud
tx_2024-03_0,2024-03-22 05:19:01,5.26,c_002627,m_00809,d_000157,API,,APPROVED,0
tx_2024-03_1,2024-03-03 18:25:55,44.82,c_004893,m_00783,d_001822,API,US,APPROVED,0
tx_2024-03_2,2024-03-06 06:08:56,21.48,c_003174,m_01393,d_001509,WEB,IN,DECLINED,0
tx_2024-03_3,2024-03-12 15:10:51,17.96,c_005265,m_01768,d_003540,API,IN,,0
tx_2024-03_4,2024-03-12 01:03:27,57.07,c_005358,m_00147,d_001895,WEB,US,,0
tx_2024-03_5,2024-03-03 09:24:48,15.21,c_007347,m_01784,d_004081,MOBILE,,DECLINED,0
tx_2024-03_6,2024-03-30 08:49:04,40.59,c_002254,m_01548,d_003784,API,IN,DECLINED,0
tx_2024-03_7,2024-03-21 10:10:31,14.27,c_001734,m_00746,d_003709,API,GB,,0
tx_2024-03_8,2024-03-25 12:56:03,32.31,c_000561,m_01331,d_004932,MOBILE,GB,,0
tx_2024-03_9,2024-03-10 11:45:16,10.24,c_005174,m_00789,d_003090,MOBILE,IN,DECLINED,0
tx_2024-03_10,2024-03-16 18:34:55,16.8,c_001441,m_00550,d_004554,API,,,0
tx_2024-03_11,2024-03-15 16:50:21,67.28,c_006669,m_01787,d_002224,WEB,GB,DECLINED,0
tx_2024-03_12,2024-03-11 23:13:08,38.68,c_000267,m_01318,d_002435,WEB,GB,DECLINED,0
tx_2024-03_13,2024-03-07 15:23:47,41.04,c_000937,m_00443,d_001016,API,,APPROVED,0
tx_2024-03_14,2024-03-29 14:24:55,131.36,c_001709,m_00710,d_003539,MOBILE,,,0
tx_2024-03_15,2024-03-10 05:13:43,22.0,c_004717,m_00159,d_003401,MOBILE,IN,,0
tx_2024-03_16,2024-03-19 16:24:36,5.53,c_005776,m_01220,d_000734,API,,APPROVED,0
tx_2024-03_17,2024-03-16 17:22:35,132.25,c_003327,m_01988,d_001666,API,GB,,0
tx_2024-03_18,2024-03-01 02:47:14,13.62,c_007369,m_00226,d_001395,API,IN,APPROVED,0
tx_2024-03_19,2024-03-20 11:26:22,55.91,c_001963,m_00169,d_000242,API,IN,APPROVED,0
tx_2024-03_20,2024-03-23 14:59:52,29.73,c_005597,m_01131,d_001758,WEB,,DECLINED,0
tx_2024-03_21,2024-03-19 06:38:31,6.37,c_004490,m_00360,d_002856,MOBILE,IN,APPROVED,0
tx_2024-03_22,2024-03-16 13:27:49,15.41,c_002268,m_01632,d_002833,MOBILE,US,APPROVED,0
tx_2024-03_23,2024-03-07 13:27:52,9.3,c_004495,m_01187,d_000189,WEB,IN,APPROVED,0
tx_2024-03_24,2024-03-03 21:36:49,9.88,c_003463,m_01534,d_004745,API,,APPROVED,0
tx_2024-03_25,2024-03-11 21:06:17,39.42,c_001045,m_00997,d_003905,WEB,US,APPROVED,0
tx_2024-03_26,2024-03-20 18:46:54,23.98,c_001042,m_01776,d_004732,WEB,,DECLINED,0
tx_2024-03_27,2024-03-05 02:13:57,15.96,c_003497,m_00502,d_004047,MOBILE,GB,APPROVED,0
tx_2024-03_28,2024-03-11 08:54:30,6.38,c_006462,m_00085,d_004587,MOBILE,US,,0
tx_2024-03_29,2024-03-23 20:29:31,122.86,c_000515,m_01621,d_002004,API,IN,,0
tx_2024-03_30,2024-03-13 16:52:14,30.92,c_005107,m_01778,d_003259,API,IN,DECLINED,0
tx_2024-03_31,2024-03-21 04:29:18,27.92,c_007531,m_00933,d_004750,API,GB,,0
tx_2024-03_32,2024-03-22 06:19:56,46.6,c_007529,m_01721,d_004448,MOBILE,GB,,0
tx_2024-03_33,2024-03-23 05:38:26,5.6,c_001374,m_00899,d_001366,MOBILE,GB,APPROVED,0
tx_2024-03_34,2024-03-17 04:51:32,4.55,c_003912,m_00332,d_004387,MOBILE,IN,APPROVED,0
tx_2024-03_35,2024-03-08 23:04:13,16.82,c_000612,m_01579,d_002395,WEB,IN,APPROVED,0
tx_2024-03_36,2024-03-14 15:01:35,27.5,c_000691,m_00827,d_000979,WEB,GB,APPROVED,0
tx_2024-03_37,2024-03-19 00:46:04,16.73,c_000480,m_00750,d_000279,API,US,APPROVED,0
tx_2024-03_38,2024-03-21 17:04:33,2.57,c_002580,m_00524,d_001069,MOBILE,,APPROVED,0
tx_2024-03_39,2024-03-25 15:57:42,22.91,c_007867,m_00388,d_004735,API,,,0
tx_2024-03_40,2024-03-10 14:18:42,46.27,c_003950,m_00455,d_000772,API,US,APPROVED,0
tx_2024-03_41,2024-03-12 01:06:38,5.31,c_002789,m_00470,d_000730,API,IN,,0
tx_2024-03_42,2024-03-10 01:19:07,77.25,c_003315,m_01674,d_001438,MOBILE,GB,,0
tx_2024-03_43,2024-03-26 10:55:38,9.83,c_007881,m_01832,d_003607,MOBILE,,APPROVED,0
tx_2024-03_44,2024-03-19 01:39:49,34.0,c_004972,m_00441,d_004118,API,GB,APPROVED,0
tx_2024-03_45,2024-03-14 04:01:22,68.59,c_001845,m_00181,d_002750,MOBILE,IN,DECLINED,0
tx_2024-03_46,2024-03-04 22:00:15,8.55,c_003167,m_01780,d_000473,API,IN,,0
tx_2024-03_47,2024-03-30 01:14:30,7.8,c_003521,m_01492,d_004345,API,,APPROVED,0
tx_2024-03_48,2024-03-19 19:12:52,26.38,c_001261,m_00081,d_002430,WEB,GB,DECLINED,0
tx_2024-03_49,2024-03-14 04:55:12,191.25,c_005110,m_00589,d_001851,WEB,IN,DECLINED,0
tx_2024-03_50,2024-03-06 20:28:08,3.48,c_000082,m_00274,d_001722,MOBILE,,APPROVED,0
tx_2024-03_51,2024-03-01 19:36:47,26.85,c_005954,m_00091,d_001734,API,IN,,0
tx_2024-03_52,2024-03-17 19:58:00,8.94,c_006561,m_00979,d_003046,API,US,APPROVED,0
tx_2024-03_53,2024-03-22 02:39:45,50.8,c_005789,m_00778,d_001743,API,,APPROVED,0
tx_2024-03_54,2024-03-13 09:59:48,2.68,c_007165,m_00520,d_000580,MOBILE,GB,APPROVED,0
tx_2024-03_55,2024-03-13 07:54:05,246.93,c_002664,m_01486,d_000061,API,GB,DECLINED,0
tx_2024-03_56,2024-03-29 04:44:27,67.67,c_000007,m_00371,d_001298,MOBILE,GB,,0
