txn_id,txn_ts,amount,card_id,merchant_id,device_id,channel,country,auth_result,is_fraud
tx_2024-02_0,2024-02-06 17:10:51,110.7,c_004889,m_00685,d_001635,API,GB,APPROVED,0
tx_2024-02_1,2024-02-09 13:52:33,21.78,c_000812,m_00950,d_004849,MOBILE,GB,APPROVED,0
tx_2024-02_2,2024-02-23 12:10:25,7.45,c_003450,m_01417,d_004416,API,GB,,0
tx_2024-02_3,2024-02-23 19:18:46,113.43,c_004711,m_00691,d_000560,WEB,,APPROVED,0
tx_2024-02_4,2024-02-17 16:12:50,21.66,c_005693,m_00093,d_003163,MOBILE,US,APPROVED,0
tx_2024-02_5,2024-03-01 19:06:28,13.65,c_006936,m_00695,d_004171,MOBILE,GB,,0
tx_2024-02_6,2024-02-05 16:53:06,65.18,c_003403,m_00656,d_004728,API,IN,APPROVED,0
tx_2024-02_7,2024-02-10 06:56:39,44.81,c_002365,m_01050,d_002374,WEB,IN,,0
tx_2024-02_8,2024-02-17 13:49:11,28.09,c_007783,m_00094,d_004924,MOBILE,,,0
tx_2024-02_9,2024-02-26 12:02:59,12.75,c_002548,m_01953,d_003877,WEB,GB,DECLINED,0
tx_2024-02_10,2024-03-01 20:32:32,18.5,c_003757,m_01805,d_002590,WEB,,APPROVED,0
tx_2024-02_11,2024-02-18 12:21:54,41.42,c_001466,m_01268,d_001685,API,US,,0
tx_2024-02_12,2024-02-12 00:25:05,16.91,c_002953,m_00324,d_000294,MOBILE,US,DECLINED,0
tx_2024-02_13,2024-02-16 09:28:51,18.71,c_002767,m_01078,d_000272,API,,APPROVED,0
tx_2024-02_14,2024-02-14 15:28:16,10.17,c_007773,m_00261,d_004953,MOBILE,,APPROVED,0
tx_2024-02_15,2024-02-09 04:42:20,60.08,c_004561,m_01775,d_001010,API,US,,0
tx_2024-02_16,2024-02-24 22:05:47,13.72,c_005134,m_00662,d_001081,API,GB,,0
tx_2024-02_17,2024-02-01 23:25:40,42.02,c_004468,m_01592,d_003423,API,US,APPROVED,0
tx_2024-02_18,2024-02-17 03:13:36,25.31,c_006004,m_00723,d_003301,MOBILE,IN,APPROVED,0
tx_2024-02_19,2024-02-27 01:26:00,13.3,c_000468,m_01766,d_000618,MOBILE,IN,,0
tx_2024-02_20,2024-02-22 01:26:41,195.42,c_007495,m_01449,d_001820,WEB,IN,DECLINED,0
tx_2024-02_21,2024-02-03 16:16:40,28.18,c_005126,m_00019,d_002764,API,,APPROVED,0
tx_2024-02_22,2024-02-02 22:40:42,6.71,c_002001,m_00120,d_002389,MOBILE,US,DECLINED,0
tx_2024-02_23,2024-02-10 12:23:17,214.54,c_003556,m_00233,d_001110,API,GB,APPROVED,0
tx_2024-02_24,2024-02-06 17:27:24,87.19,c_001623,m_01688,d_004253,WEB,,APPROVED,0
tx_2024-02_25,2024-02-10 05:18:49,14.41,c_007123,m_00257,d_003627,MOBILE,IN,,0
tx_2024-02_26,2024-02-04 04:43:18,27.09,c_004346,m_00139,d_004404,MOBILE,,APPROVED,0
tx_2024-02_27,2024-02-06 03:43:40,62.55,c_006705,m_00375,d_000109,API,GB,,0
tx_2024-02_28,2024-03-01 05:02:02,43.39,c_001719,m_00986,d_004684,API,GB,DECLINED,0
tx_2024-02_29,2024-02-09 01:27:40,70.71,c_000546,m_01585,d_004905,API,,,0
tx_2024-02_30,2024-02-01 11:16:24,27.94,c_007091,m_01280,d_004633,WEB,GB,APPROVED,1
tx_2024-02_31,2024-02-23 04:26:21,15.67,c_005232,m_01111,d_000994,WEB,,APPROVED,0
tx_2024-02_32,2024-02-24 13:19:10,28.38,c_007041,m_00127,d_001779,API,IN,DECLINED,0
tx_2024-02_33,2024-02-21 07:46:16,7.62,c_004250,m_00845,d_002896,WEB,US,DECLINED,0
tx_2024-02_34,2024-02-21 16:12:00,18.61,c_002173,m_01458,d_001684,MOBILE,US,DECLINED,0
tx_2024-02_35,2024-02-26 21:57:35,25.9,c_007269,m_00858,d_000881,MOBILE,US,,0
tx_2024-02_36,2024-02-04 18:54:44,38.22,c_007486,m_00517,d_003386,API,,DECLINED,0
tx_2024-02_37,2024-02-07 02:41:07,163.54,c_006482,m_00820,d_003404,WEB,IN,APPROVED,0
tx_2024-02_38,2024-02-20 20:03:32,8.33,c_001917,m_00820,d_003807,MOBILE,,APPROVED,0
tx_2024-02_39,2024-02-28 19:41:19,140.17,c_003158,m_00835,d_001100,API,,,0
tx_2024-02_40,2024-02-16 08:52:36,39.69,c_007249,m_00273,d_001633,WEB,US,DECLINED,0
