txn_id,txn_ts,amount,card_id,merchant_id,device_id,channel,country,auth_result,is_fraud
tx_2024-04_0,2024-04-29 16:47:50,7.82,c_002640,m_00242,d_000775,API,US,DECLINED,0
tx_2024-04_1,2024-04-16 06:39:25,6.26,c_006471,m_01849,d_000706,API,IN,,0
tx_2024-04_2,2024-04-03 20:58:31,39.5,c_004662,m_00456,d_002534,WEB,GB,,0
tx_2024-04_3,2024-04-28 00:48:25,18.92,c_006491,m_01462,d_004334,WEB,IN,APPROVED,1
tx_2024-04_4,2024-04-17 23:52:13,19.26,c_007314,m_00837,d_004007,API,IN,APPROVED,0
tx_2024-04_5,2024-04-29 20:02:47,34.64,c_005777,m_01807,d_004090,MOBILE,IN,DECLINED,0
tx_2024-04_6,2024-04-16 01:44:51,5.66,c_007512,m_00836,d_001920,MOBILE,US,,0
tx_2024-04_7,2024-04-12 17:17:17,59.45,c_002610,m_01949,d_004934,API,GB,APPROVED,0
tx_2024-04_8,2024-04-23 10:36:33,34.07,c_001500,m_01681,d_000587,API,,,0
tx_2024-04_9,2024-04-23 06:45:57,2.91,c_001625,m_01655,d_001150,WEB,US,DECLINED,0
tx_2024-04_10,2024-04-01 22:28:35,35.91,c_005580,m_00313,d_003085,MOBILE,US,DECLINED,0
tx_2024-04_11,2024-04-26 06:16:45,13.06,c_001037,m_00724,d_000572,WEB,IN,,0
tx_2024-04_12,2024-04-23 04:41:45,5.59,c_001234,m_01627,d_002684,API,US,APPROVED,0
tx_2024-04_13,2024-04-19 19:06:27,6.84,c_006099,m_00852,d_004071,WEB,GB,,0
tx_2024-04_14,2024-04-10 12:03:12,160.25,c_002592,m_00217,d_004314,API,US,DECLINED,0
tx_2024-04_15,2024-04-29 14:25:55,26.83,c_006986,m_01484,d_001841,MOBILE,,,0
tx_2024-04_16,2024-04-19 22:38:15,26.64,c_006590,m_00966,d_000882,MOBILE,US,DECLINED,0
tx_2024-04_17,2024-04-30 22:20:50,12.78,c_000777,m_00320,d_002983,MOBILE,GB,DECLINED,0
tx_2024-04_18,2024-04-12 00:02:34,34.84,c_007597,m_01983,d_004441,WEB,GB,DECLINED,0
tx_2024-04_19,2024-04-27 11:34:12,120.27,c_005045,m_01603,d_002724,API,IN,,0
tx_2024-04_20,2024-04-27 09:58:53,60.69,c_000544,m_00001,d_002882,API,,,0
tx_2024-04_21,2024-04-26 02:34:22,6.89,c_001429,m_00645,d_000634,MOBILE,GB,,0
tx_2024-04_22,2024-04-25 09:45:18,14.67,c_000197,m_00400,d_000330,API,US,,0
tx_2024-04_23,2024-04-07 10:12:56,58.79,c_001432,m_00654,d_004235,MOBILE,,DECLINED,0
tx_2024-04_24,2024-04-28 00:47:34,24.76,c_006120,m_01217,d_004675,WEB,US,,0
tx_2024-04_25,2024-04-18 02:43:56,93.48,c_000583,m_01084,d_001307,WEB,IN,APPROVED,0
tx_2024-04_26,2024-04-22 04:34:14,13.93,c_001376,m_01579,d_001607,WEB,GB,DECLINED,0
tx_2024-04_27,2024-04-16 02:41:37,38.75,c_003103,m_00072,d_003814,MOBILE,IN,APPROVED,0
tx_2024-04_28,2024-04-22 06:33:53,36.5,c_002270,m_00380,d_003701,API,US,DECLINED,0
tx_2024-04_29,2024-04-07 00:04:30,85.16,c_006231,m_00466,d_000132,WEB,IN,,0
tx_2024-04_30,2024-04-06 09:39:32,10.25,c_003408,m_00596,d_002073,WEB,US,,0
tx_2024-04_31,2024-04-15 19:42:06,46.29,c_000035,m_01692,d_001015,MOBILE,IN,,0
tx_2024-04_32,2024-04-25 00:01:55,2.35,c_007510,m_00709,d_002431,API,US,APPROVED,0
tx_2024-04_33,2024-04-18 03:31:04,41.93,c_001793,m_01379,d_001851,WEB,GB,APPROVED,0
tx_2024-04_34,2024-04-18 14:11:06,70.46,c_002026,m_01836,d_004608,MOBILE,US,,0
tx_2024-04_35,2024-04-24 06:50:53,105.42,c_007980,m_01262,d_000572,MOBILE,IN,APPROVED,0
tx_2024-04_36,2024-04-13 06:44:49,28.12,c_003031,m_00363,d_001737,MOBILE,,DECLINED,0
tx_2024-04_37,2024-04-18 02:30:12,52.13,c_001276,m_01498,d_003420,API,IN,DECLINED,0
tx_2024-04_38,2024-04-12 10:05:30,15.36,c_002407,m_00057,d_004378,MOBILE,,DECLINED,0
tx_2024-04_39,2024-04-05 03:18:38,3.71,c_006783,m_01556,d_002885,API,,DECLINED,0
tx_2024-04_40,2024-04-26 08:21:16,3.76,c_000485,m_01968,d_000935,WEB,,APPROVED,0
tx_2024-04_41,2024-04-17 12:12:35,72.7,c_000281,m_00962,d_002520,WEB,GB,APPROVED,1
tx_2024-04_42,2024-04-20 20:08:05,5.58,c_000347,m_00087,d_003087,API,,DECLINED,0
tx_2024-04_43,2024-04-01 14:05:34,122.03,c_005481,m_00857,d_004426,MOBILE,GB,APPROVED,0
tx_2024-04_44,2024-04-23 12:58:13,8.1,c_004035,m_00191,d_004664,MOBILE,US,APPROVED,0
tx_2024-04_45,2024-04-11 22:31:52,16.63,c_006168,m_00035,d_002005,MOBILE,US,DECLINED,0
tx_2024-04_46,2024-04-02 20:38:54,15.66,c_004172,m_01392,d_004390,WEB,,APPROVED,0
tx_2024-04_47,2024-04-04 21:32:03,101.71,c_000870,m_01633,d_000562,MOBILE,,,0
tx_2024-04_48,2024-04-18 06:05:29,75.4,c_007355,m_01267,d_004283,API,GB,APPROVED,0
tx_2024-04_49,2024-04-30 12:59:15,36.08,c_005973,m_00165,d_004466,MOBILE,GB,,0
tx_2024-04_50,2024-04-14 14:09:22,4.54,c_001980,m_01202,d_000401,API,,APPROVED,0
tx_2024-04_51,2024-04-30 09:34:03,8.64,c_001571,m_01856,d_000367,WEB,GB,APPROVED,0
tx_2024-04_52,2024-04-19 18:56:11,37.76,c_007305,m_00625,d_000428,API,,APPROVED,0
tx_2024-04_53,2024-04-21 16:37:22,103.85,c_004402,m_01192,d_004781,API,US,,1
tx_2024-04_54,2024-04-25 03:05:49,17.57,c_001200,m_01934,d_004083,API,,,0
tx_2024-04_55,2024-04-27 09:11:14,111.42,c_006134,m_01293,d_000892,MOBILE,US,,0
tx_2024-04_56,2024-04-05 02:20:30,22.21,c_002824,m_00442,d_002462,MOBILE,US,APPROVED,0
tx_2024-04_57,2024-04-16 16:04:51,4.73,c_007835,m_01910,d_002440,MOBILE,GB,APPROVED,0
tx_2024-04_58,2024-04-21 01:57:55,43.89,c_004412,m_00297,d_002300,WEB,GB,APPROVED,0
tx_2024-04_59,2024-04-20 05:14:47,5.45,c_006902,m_00502,d_004084,WEB,,DECLINED,0
tx_2024-04_60,2024-04-01 04:02:00,12.74,c_004110,m_00486,d_001098,WEB,GB,,0
tx_2024-04_61,2024-04-07 11:19:23,10.53,c_005139,m_00769,d_003648,WEB,US,DECLINED,0
tx_2024-04_62,2024-04-18 20:54:26,10.86,c_001157,m_00196,d_004726,WEB,IN,,0
tx_2024-04_63,2024-04-20 22:45:46,3.5,c_005802,m_01242,d_001563,API,IN,,0
tx_2024-04_64,2024-04-25 08:53:31,20.92,c_001647,m_01686,d_000610,MOBILE,US,APPROVED,0
tx_2024-04_65,2024-04-04 05:19:32,6.07,c_007256,m_01710,d_004124,MOBILE,GB,DECLINED,0
tx_2024-04_66,2024-04-26 16:33:46,25.12,c_003424,m_01583,d_002583,MOBILE,IN,,0
tx_2024-04_67,2024-04-09 03:09:14,65.97,c_002855,m_00886,d_002702,MOBILE,,APPROVED,1
tx_2024-04_68,2024-04-25 04:44:29,27.54,c_003014,m_01397,d_003153,WEB,IN,DECLINED,0
tx_2024-04_69,2024-04-05 06:20:49,94.53,c_002936,m_01320,d_001468,MOBILE,IN,DECLINED,0
tx_2024-04_70,2024-04-16 07:42:52,5.13,c_007604,m_01561,d_000720,API,GB,APPROVED,0
tx_2024-04_71,2024-04-02 05:15:44,7.78,c_001738,m_01779,d_002209,API,US,DECLINED,0
tx_2024-04_72,2024-04-26 18:15:05,26.75,c_007307,m_01319,d_004701,WEB,IN,,0
tx_2024-04_73,2024-04-09 02:40:52,53.75,c_001249,m_01589,d_002812,WEB,US,APPROVED,0
tx_2024-04_74,2024-04-24 14:17:12,125.95,c_000050,m_01583,d_000512,API,IN,APPROVED,0
tx_2024-04_75,2024-04-07 09:18:51,17.97,c_001214,m_00827,d_002513,API,,,0
tx_2024-04_76,2024-04-19 06:25:15,6.77,c_001574,m_00398,d_004606,API,IN,APPROVED,0
tx_2024-04_77,2024-04-19 23:04:12,54.63,c_006437,m_01299,d_000158,MOBILE,,DECLINED,0
tx_2024-04_78,2024-04-03 11:09:13,4.9,c_004446,m_01687,d_001281,API,US,DECLINED,0
tx_2024-04_79,2024-04-19 22:04:36,5.43,c_002807,m_00039,d_003010,WEB,IN,,0
tx_2024-04_80,2024-04-07 07:20:50,8.27,c_003221,m_01331,d_003087,API,GB,,0
tx_2024-04_81,2024-04-19 10:01:01,45.59,c_004614,m_01585,d_000811,API,,,0
tx_2024-04_82,2024-04-01 04:18:04,31.46,c_006432,m_00227,d_003653,MOBILE,GB,DECLINED,0
tx_2024-04_83,2024-04-12 22:23:34,279.31,c_005228,m_01300,d_001832,API,,,0
tx_2024-04_84,2024-04-18 03:09:12,27.74,c_000451,m_00760,d_001004,API,,,0
tx_2024-04_85,2024-04-13 00:11:14,93.67,c_005729,m_00175,d_003622,API,,,0
tx_2024-04_86,2024-04-05 01:43:15,133.25,c_003068,m_00616,d_002938,API,US,APPROVED,0
tx_2024-04_87,2024-04-10 13:13:46,14.05,c_003947,m_00164,d_002084,API,IN,,0
tx_2024-04_88,2024-04-28 00:57:29,95.45,c_007040,m_01119,d_004469,MOBILE,IN,DECLINED,0
tx_2024-04_89,2024-04-19 22:59:00,31.82,c_007845,m_01645,d_004247,MOBILE,US,DECLINED,0
tx_2024-04_90,2024-04-03 21:01:38,32.98,c_007073,m_01673,d_003867,MOBILE,GB,APPROVED,0
tx_2024-04_91,2024-04-07 16:52:46,13.47,c_001165,m_00426,d_003142,WEB,IN,DECLINED,0
tx_2024-04_92,2024-04-06 01:58:40,73.89,c_003631,m_00150,d_003745,WEB,,APPROVED,0
tx_2024-04_93,2024-04-07 17:29:50,33.26,c_004389,m_00267,d_003240,MOBILE,,APPROVED,0
tx_2024-04_94,2024-04-07 22:01:51,23.18,c_003729,m_00772,d_003647,MOBILE,IN,APPROVED,0
tx_2024-04_95,2024-04-15 07:42:37,5.65,c_001058,m_00574,d_001792,WEB,IN,,0
tx_2024-04_96,2024-04-18 10:13:40,5.86,c_001579,m_01652,d_001267,API,,DECLINED,0
tx_2024-04_97,2024-04-19 01:02:50,17.79,c_003169,m_01224,d_001358,MOBILE,US,APPROVED,0
tx_2024-04_98,2024-04-30 20:04:03,27.74,c_002427,m_01143,d_001509,API,US,APPROVED,0
tx_2024-04_99,2024-04-23 15:24:44,26.59,c_000962,m_00250,d_001457,MOBILE,,DECLINED,0
tx_2024-04_100,2024-04-25 11:01:39,16.81,c_004079,m_01410,d_001367,WEB,US,,0
tx_2024-04_101,2024-04-23 15:27:19,21.86,c_000186,m_01565,d_002150,API,IN,,0
tx_2024-04_102,2024-04-11 13:00:55,23.5,c_002539,m_00122,d_004759,MOBILE,GB,APPROVED,0
tx_2024-04_103,2024-04-03 10:22:02,52.28,c_005402,m_00043,d_002019,API,IN,APPROVED,0
tx_2024-04_104,2024-04-08 16:21:56,69.24,c_003221,m_01796,d_000468,API,IN,APPROVED,0
tx_2024-04_105,2024-04-14 08:22:55,37.74,c_004839,m_01119,d_000945,WEB,GB,APPROVED,0
tx_2024-04_106,2024-04-20 18:38:32,111.02,c_000669,m_00870,d_002839,MOBILE,GB,DECLINED,0
tx_2024-04_107,2024-04-18 06:30:27,26.37,c_000917,m_01131,d_000508,WEB,,,0
tx_2024-04_108,2024-04-01 11:19:02,47.46,c_006102,m_00400,d_004926,API,US,DECLINED,0
tx_2024-04_109,2024-04-02 04:09:07,12.62,c_002566,m_00836,d_004602,API,GB,DECLINED,0
tx_2024-04_110,2024-04-27 23:09:34,14.54,c_007061,m_01156,d_000573,API,GB,DECLINED,0
tx_2024-04_111,2024-04-18 14:11:41,79.84,c_002904,m_00218,d_000548,MOBILE,IN,DECLINED,0
tx_2024-04_112,2024-04-15 08:53:47,10.47,c_006652,m_01996,d_002463,API,US,APPROVED,0
tx_2024-04_113,2024-04-23 04:09:29,27.38,c_000903,m_01921,d_000467,API,IN,DECLINED,0
tx_2024-04_114,2024-04-08 03:21:19,4.99,c_001648,m_00516,d_001268,API,IN,,0
tx_2024-04_115,2024-04-12 13:45:35,15.51,c_001936,m_01867,d_001269,WEB,US,DECLINED,0
tx_2024-04_116,2024-04-06 22:51:38,39.65,c_005092,m_00515,d_000925,API,,DECLINED,0
tx_2024-04_117,2024-04-27 06:29:20,4.73,c_007017,m_00981,d_002880,MOBILE,,,0
tx_2024-04_118,2024-04-10 21:30:33,74.12,c_001884,m_00495,d_000448,WEB,GB,DECLINED,0
tx_2024-04_119,2024-04-20 00:35:52,33.32,c_000296,m_00394,d_002714,MOBILE,GB,APPROVED,0
tx_2024-04_120,2024-04-25 03:40:48,34.27,c_007039,m_00623,d_001295,API,GB,DECLINED,0
tx_2024-04_121,2024-04-08 00:55:02,10.61,c_004653,m_01493,d_001207,API,,,0
tx_2024-04_122,2024-04-02 06:25:38,26.91,c_007045,m_00672,d_000590,WEB,GB,DECLINED,0
tx_2024-04_123,2024-04-14 01:21:54,556.47,c_005762,m_01725,d_002298,MOBILE,,APPROVED,0
tx_2024-04_124,2024-04-09 09:38:36,17.05,c_000439,m_01890,d_004288,API,IN,DECLINED,0
tx_2024-04_125,2024-04-26 12:53:51,13.97,c_006494,m_01558,d_004908,WEB,,APPROVED,0
tx_2024-04_126,2024-04-26 07:45:04,76.98,c_003563,m_00665,d_003340,WEB,US,DECLINED,0
tx_2024-04_127,2024-04-02 06:27:47,85.32,c_003826,m_00143,d_002305,MOBILE,IN,APPROVED,0
tx_2024-04_128,2024-04-17 10:56:35,7.99,c_006228,m_01827,d_003247,API,IN,DECLINED,0
tx_2024-04_129,2024-04-27 11:40:06,62.45,c_002489,m_00299,d_001442,MOBILE,,DECLINED,0
tx_2024-04_130,2024-04-14 18:31:16,56.84,c_004802,m_01893,d_001548,WEB,IN,APPROVED,0
tx_2024-04_131,2024-04-16 16:02:25,12.04,c_001136,m_01959,d_000763,WEB,GB,DECLINED,0
tx_2024-04_132,2024-04-06 20:43:40,44.29,c_002724,m_01169,d_004367,API,US,APPROVED,0
tx_2024-04_133,2024-04-09 05:40:31,13.65,c_002501,m_01305,d_001789,MOBILE,GB,DECLINED,0
tx_2024-04_134,2024-04-25 12:31:00,86.61,c_004854,m_00406,d_002452,WEB,IN,DECLINED,0
tx_2024-04_135,2024-04-09 02:30:13,101.29,c_006634,m_01174,d_002973,API,,DECLINED,0
tx_2024-04_136,2024-04-17 19:40:16,41.87,c_003730,m_01707,d_002651,MOBILE,IN,,0
tx_2024-04_137,2024-04-02 03:36:37,3.89,c_006526,m_01868,d_001842,MOBILE,IN,,0
tx_2024-04_138,2024-04-02 22:14:52,53.45,c_001968,m_00219,d_004353,MOBILE,,,0
tx_2024-04_139,2024-04-08 15:21:50,43.78,c_002330,m_01569,d_000721,WEB,IN,,0
tx_2024-04_140,2024-04-13 21:06:19,16.09,c_006484,m_01491,d_000075,API,,DECLINED,0
tx_2024-04_141,2024-04-20 06:02:31,18.09,c_003899,m_00289,d_003849,WEB,GB,DECLINED,0
tx_2024-04_142,2024-04-08 14:51:01,3.27,c_007177,m_00196,d_000400,MOBILE,,DECLINED,1
tx_2024-04_143,2024-04-06 22:28:57,8.85,c_006143,m_00718,d_004872,API,IN,DECLINED,0
tx_2024-04_144,2024-04-15 13:38:25,26.04,c_002624,m_01879,d_004199,API,,DECLINED,0
tx_2024-04_145,2024-04-18 08:57:58,10.24,c_003596,m_01380,d_004303,WEB,IN,DECLINED,0
tx_2024-04_146,2024-04-17 04:52:55,5.22,c_007995,m_01439,d_001217,MOBILE,IN,DECLINED,0
tx_2024-04_147,2024-04-26 11:39:24,42.79,c_002763,m_01610,d_004151,API,US,DECLINED,0
tx_2024-04_148,2024-04-10 01:11:10,13.15,c_001080,m_00185,d_003970,MOBILE,GB,DECLINED,0
tx_2024-04_149,2024-04-09 12:25:12,68.41,c_006342,m_00886,d_004754,WEB,GB,,0
tx_2024-04_150,2024-04-04 06:01:29,22.81,c_003436,m_01364,d_003471,MOBILE,IN,,0
tx_2024-04_151,2024-04-16 02:51:46,13.35,c_003160,m_01960,d_004701,WEB,US,DECLINED,0
tx_2024-04_152,2024-04-17 03:53:31,29.69,c_003205,m_01289,d_002058,API,US,APPROVED,0
tx_2024-04_153,2024-04-17 06:21:02,28.49,c_003343,m_00585,d_002076,API,IN,DECLINED,0
tx_2024-04_154,2024-04-10 14:33:01,42.3,c_005758,m_01702,d_000353,MOBILE,GB,DECLINED,0
tx_2024-04_155,2024-04-12 02:04:02,10.66,c_002858,m_01765,d_000767,API,GB,APPROVED,0
tx_2024-04_156,2024-04-25 04:02:25,15.34,c_001968,m_01967,d_003020,MOBILE,,,0
tx_2024-04_157,2024-04-11 12:41:24,11.87,c_001200,m_00414,d_002769,WEB,,APPROVED,0
tx_2024-04_158,2024-04-28 15:27:29,21.21,c_001554,m_00818,d_001697,API,US,APPROVED,0
tx_2024-04_159,2024-04-23 07:32:16,11.19,c_007679,m_01340,d_000939,WEB,US,DECLINED,0
tx_2024-04_160,2024-04-04 05:02:25,3.78,c_002311,m_01449,d_000293,MOBILE,IN,,0
tx_2024-04_161,2024-04-02 20:37:43,3.2,c_004009,m_01417,d_001511,WEB,,DECLINED,0
tx_2024-04_162,2024-04-27 05:08:08,25.25,c_001240,m_01048,d_004104,API,,DECLINED,0
tx_2024-04_163,2024-04-09 19:50:10,25.36,c_006765,m_01023,d_002389,API,GB,APPROVED,0
tx_2024-04_164,2024-04-08 02:51:56,15.5,c_004557,m_00625,d_004563,WEB,GB,DECLINED,0
tx_2024-04_165,2024-04-14 21:02:41,22.63,c_004753,m_01883,d_003984,WEB,IN,,0
tx_2024-04_166,2024-04-26 21:01:36,31.76,c_001833,m_01332,d_000937,MOBILE,GB,,0
tx_2024-04_167,2024-04-24 05:13:05,5.94,c_002597,m_00445,d_002814,MOBILE,IN,DECLINED,0
tx_2024-04_168,2024-04-08 23:33:34,69.35,c_006688,m_01239,d_001589,MOBILE,US,APPROVED,0
tx_2024-04_169,2024-04-23 23:25:16,1067.33,c_004906,m_00944,d_003119,MOBILE,,DECLINED,0
tx_2024-04_169,2024-04-23 23:25:16,1067.33,c_004906,m_00944,d_003119,MOBILE,,DECLINED,0
tx_2024-04_170,2024-04-15 04:18:43,51.14,c_003599,m_01602,d_004515,MOBILE,,APPROVED,0
tx_2024-04_171,2024-04-15 09:31:33,33.37,c_001701,m_01435,d_004432,API,IN,APPROVED,0
tx_2024-04_172,2024-04-22 08:17:17,18.37,c_001115,m_00253,d_000895,MOBILE,US,,0
tx_2024-04_173,2024-04-10 06:02:57,23.68,c_007751,m_01032,d_003253,MOBILE,GB,,0
tx_2024-04_174,2024-04-11 10:11:32,20.04,c_002799,m_00601,d_004443,MOBILE,GB,DECLINED,0
tx_2024-04_175,2024-04-26 10:47:55,3.37,c_003296,m_00623,d_004290,WEB,GB,DECLINED,0
tx_2024-04_176,2024-04-21 16:31:17,31.48,c_001193,m_01648,d_001538,WEB,,,0
tx_2024-04_177,2024-04-02 12:46:40,22.75,c_005827,m_00592,d_003497,WEB,IN,,0
tx_2024-04_178,2024-04-06 13:26:23,10.75,c_001679,m_00190,d_004223,API,IN,APPROVED,0
tx_2024-04_179,2024-04-17 14:02:02,8.46,c_005373,m_01037,d_004033,WEB,IN,,0
tx_2024-04_180,2024-04-02 13:32:07,9.5,c_003814,m_00281,d_000065,MOBILE,,APPROVED,0
tx_2024-04_181,2024-04-16 18:29:19,11.49,c_000803,m_00843,d_002303,API,GB,APPROVED,0
tx_2024-04_182,2024-04-30 21:29:20,8.23,c_004000,m_01694,d_000002,API,,DECLINED,0
tx_2024-04_183,2024-04-30 21:28:56,3.67,c_002601,m_00362,d_002119,WEB,GB,DECLINED,0
tx_2024-04_184,2024-04-02 09:26:07,55.16,c_002554,m_01366,d_002109,WEB,,APPROVED,0
tx_2024-04_185,2024-04-06 15:35:12,71.91,c_001662,m_01153,d_002075,MOBILE,US,APPROVED,0
tx_2024-04_186,2024-04-20 17:09:03,15.45,c_000808,m_00526,d_001656,WEB,GB,APPROVED,0
tx_2024-04_187,2024-04-03 04:42:42,6.17,c_002237,m_00777,d_000332,WEB,,APPROVED,0
tx_2024-04_188,2024-04-25 14:42:25,78.77,c_005257,m_01771,d_004561,API,IN,DECLINED,0
tx_2024-04_189,2024-04-20 05:23:51,30.6,c_006559,m_00697,d_003533,WEB,GB,APPROVED,0
tx_2024-04_190,2024-04-07 08:43:18,2.11,c_004189,m_01023,d_000218,MOBILE,IN,,1
tx_2024-04_191,2024-04-02 23:07:40,39.81,c_001772,m_00154,d_002053,WEB,IN,APPROVED,0
tx_2024-04_192,2024-04-26 09:36:50,26.74,c_005544,m_00657,d_003822,WEB,US,DECLINED,0
tx_2024-04_193,2024-04-08 17:57:50,44.92,c_002593,m_00560,d_001424,WEB,,DECLINED,0
tx_2024-04_194,2024-04-10 02:22:42,17.82,c_003673,m_01454,d_001370,MOBILE,GB,DECLINED,0
