txn_id,txn_ts,amount,card_id,merchant_id,device_id,channel,country,auth_result,is_fraud
tx_2024-05_0,2024-05-11 04:23:47,182.89,c_001181,m_00019,d_002592,MOBILE,GB,DECLINED,1
tx_2024-05_1,2024-05-11 01:03:23,21.73,c_004576,m_01828,d_002111,WEB,IN,APPROVED,0
tx_2024-05_2,2024-05-05 08:27:38,11.02,c_000582,m_01432,d_000341,API,IN,DECLINED,0
tx_2024-05_3,2024-05-16 12:36:56,16.5,c_000291,m_00871,d_001790,MOBILE,,,0
tx_2024-05_4,2024-05-10 13:00:06,119.54,c_001070,m_00620,d_000378,API,,,0
tx_2024-05_5,2024-05-11 02:57:37,58.14,c_003397,m_01055,d_002478,WEB,GB,DECLINED,0
tx_2024-05_6,2024-05-19 11:23:26,52.09,c_001507,m_01382,d_004311,MOBILE,,DECLINED,1
tx_2024-05_7,2024-05-18 02:06:08,12.08,c_001480,m_01094,d_001714,WEB,,APPROVED,0
tx_2024-05_8,2024-05-29 13:33:10,47.03,c_005508,m_01118,d_003465,WEB,IN,DECLINED,0
tx_2024-05_9,2024-05-26 06:16:49,52.6,c_003805,m_01856,d_004365,API,GB,APPROVED,0
tx_2024-05_10,2024-05-18 05:27:40,174.46,c_007914,m_00084,d_001269,API,IN,,0
tx_2024-05_11,2024-05-30 15:50:27,21.32,c_004035,m_00928,d_002817,MOBILE,IN,,0
tx_2024-05_12,2024-05-28 04:55:17,68.3,c_002228,m_00388,d_004421,MOBILE,US,,0
tx_2024-05_13,2024-05-18 16:09:17,35.78,c_006220,m_00595,d_000057,MOBILE,,DECLINED,0
tx_2024-05_14,2024-05-18 02:38:42,12.35,c_007127,m_00847,d_002058,WEB,GB,DECLINED,0
tx_2024-05_15,2024-05-20 17:04:53,47.08,c_002042,m_00714,d_000255,MOBILE,IN,,0
tx_2024-05_16,2024-05-13 22:35:19,11.59,c_006984,m_00766,d_000773,WEB,IN,DECLINED,0
tx_2024-05_17,2024-05-24 10:52:05,67.31,c_004868,m_00462,d_002397,API,,APPROVED,0
tx_2024-05_18,2024-05-13 17:54:29,122.06,c_004634,m_00224,d_001131,MOBILE,IN,,0
tx_2024-05_19,2024-05-18 16:28:51,14.35,c_000976,m_01360,d_001171,API,GB,,0
tx_2024-05_20,2024-05-02 05:49:43,8.66,c_003393,m_00548,d_002747,API,IN,DECLINED,0
tx_2024-05_21,2024-05-20 02:22:04,72.28,c_004679,m_01389,d_004521,API,US,APPROVED,0
tx_2024-05_22,2024-05-22 07:48:28,55.45,c_002713,m_00300,d_004391,API,GB,APPROVED,0
tx_2024-05_23,2024-05-13 07:50:08,3.83,c_005774,m_00583,d_002977,API,IN,DECLINED,0
tx_2024-05_24,2024-05-16 19:11:18,3.4,c_003474,m_00811,d_002319,API,US,APPROVED,0
tx_2024-05_24,2024-05-16 19:11:18,3.4,c_003474,m_00811,d_002319,API,US,APPROVED,0
tx_2024-05_25,2024-05-24 14:48:10,86.56,c_002598,m_01742,d_004520,API,GB,APPROVED,0
tx_2024-05_26,2024-05-02 14:40:21,12.42,c_005125,m_00619,d_001145,WEB,GB,,0
tx_2024-05_27,2024-05-14 11:07:52,9.81,c_006343,m_01191,d_003756,WEB,GB,DECLINED,0
tx_2024-05_28,2024-05-14 01:34:41,76.74,c_004766,m_00427,d_003723,API,US,DECLINED,0
tx_2024-05_29,2024-05-02 07:28:13,5.74,c_006466,m_00488,d_004814,WEB,,APPROVED,0
tx_2024-05_30,2024-05-25 15:19:09,44.56,c_000104,m_00116,d_000653,API,US,,0
tx_2024-05_31,2024-05-15 00:00:10,33.74,c_004711,m_01326,d_000983,WEB,US,APPROVED,0
tx_2024-05_32,2024-05-18 00:11:37,31.95,c_005418,m_01747,d_002315,MOBILE,,,0
tx_2024-05_33,2024-05-11 21:52:05,26.74,c_000932,m_01886,d_003104,MOBILE,,DECLINED,0
tx_2024-05_34,2024-05-08 20:02:33,12.07,c_007114,m_01648,d_004404,API,GB,DECLINED,0
tx_2024-05_35,2024-05-06 09:50:58,6.76,c_006337,m_01297,d_000410,WEB,,APPROVED,0
tx_2024-05_36,2024-05-17 09:35:07,163.84,c_003477,m_01457,d_002774,API,US,DECLINED,0
tx_2024-05_37,2024-05-20 21:59:27,75.01,c_004378,m_00061,d_002221,API,GB,DECLINED,0
tx_2024-05_38,2024-05-13 18:48:00,123.71,c_000459,m_01832,d_003740,API,,,0
tx_2024-05_39,2024-05-04 10:59:58,18.24,c_002733,m_00154,d_001538,API,US,APPROVED,0
tx_2024-05_40,2024-05-03 08:13:43,22.36,c_007383,m_00108,d_000038,WEB,US,APPROVED,0
tx_2024-05_41,2024-05-18 09:49:25,43.96,c_006196,m_00062,d_001999,API,US,DECLINED,0
tx_2024-05_42,2024-05-16 18:09:46,4.75,c_004056,m_00928,d_004752,API,IN,APPROVED,0
tx_2024-05_43,2024-05-10 14:15:57,39.51,c_000988,m_01666,d_002456,MOBILE,GB,APPROVED,0
tx_2024-05_44,2024-05-10 13:44:41,29.22,c_004081,m_00891,d_001048,MOBILE,GB,DECLINED,0
tx_2024-05_45,2024-05-08 16:06:07,4.59,c_004368,m_00056,d_001670,API,US,APPROVED,0
tx_2024-05_46,2024-05-06 14:24:02,17.82,c_005955,m_01328,d_003836,WEB,,,0
tx_2024-05_47,2024-05-30 16:33:59,5.46,c_006705,m_00276,d_001878,WEB,GB,APPROVED,0
tx_2024-05_48,2024-05-19 21:05:08,198.96,c_003573,m_01977,d_000881,MOBILE,,DECLINED,0
tx_2024-05_49,2024-05-05 20:40:51,52.53,c_007468,m_00070,d_003225,MOBILE,IN,,0
tx_2024-05_50,2024-05-03 06:09:55,31.25,c_001699,m_01742,d_001317,API,IN,DECLINED,0
tx_2024-05_51,2024-05-12 13:30:01,38.51,c_002608,m_00132,d_004153,WEB,US,DECLINED,0
tx_2024-05_52,2024-05-15 15:12:59,58.62,c_002749,m_01176,d_000521,API,GB,DECLINED,0
tx_2024-05_53,2024-05-29 00:57:00,81.12,c_001776,m_00501,d_003710,WEB,US,DECLINED,0
tx_2024-05_54,2024-05-04 16:51:19,47.04,c_004368,m_01109,d_001972,MOBILE,IN,,0
tx_2024-05_55,2024-05-23 16:46:17,19.6,c_004441,m_00845,d_001959,WEB,IN,APPROVED,0
tx_2024-05_56,2024-05-27 06:31:32,19.58,c_004652,m_01369,d_002263,WEB,,,0
tx_2024-05_57,2024-05-03 13:58:24,27.49,c_005326,m_01476,d_002132,MOBILE,IN,DECLINED,0
tx_2024-05_58,2024-05-13 23:54:37,5.9,c_004555,m_00035,d_003721,MOBILE,IN,DECLINED,0
tx_2024-05_59,2024-05-19 17:15:59,68.88,c_006525,m_00179,d_002319,MOBILE,GB,DECLINED,0
tx_2024-05_60,2024-05-08 02:49:44,28.18,c_007878,m_01294,d_004402,API,,APPROVED,0
tx_2024-05_61,2024-05-19 10:32:52,1.21,c_001285,m_00900,d_002650,MOBILE,,DECLINED,1
tx_2024-05_62,2024-05-02 23:54:44,14.76,c_004730,m_00456,d_004631,MOBILE,US,,0
tx_2024-05_63,2024-05-09 13:51:13,6.04,c_004705,m_01891,d_001062,MOBILE,IN,APPROVED,0
tx_2024-05_64,2024-05-30 11:24:32,44.68,c_005107,m_00939,d_002521,API,IN,APPROVED,0
tx_2024-05_65,2024-05-05 04:39:07,127.25,c_000238,m_00671,d_004477,WEB,IN,APPROVED,0
tx_2024-05_66,2024-05-02 20:40:36,40.37,c_006863,m_00123,d_002074,MOBILE,,APPROVED,0
tx_2024-05_67,2024-05-20 05:09:06,44.61,c_002126,m_00143,d_003542,API,GB,APPROVED,0
tx_2024-05_68,2024-05-28 16:36:43,9.1,c_003342,m_01540,d_003062,MOBILE,US,DECLINED,0
tx_2024-05_69,2024-05-15 08:47:15,10.54,c_002312,m_01576,d_003904,API,,DECLINED,0
tx_2024-05_70,2024-05-16 16:23:13,8.91,c_006058,m_00437,d_001259,MOBILE,,APPROVED,0
tx_2024-05_71,2024-05-20 19:16:03,22.2,c_005650,m_01120,d_001553,MOBILE,GB,,0
tx_2024-05_72,2024-05-14 13:20:18,6.4,c_007678,m_00887,d_003266,API,,DECLINED,0
tx_2024-05_73,2024-05-09 11:26:28,9.28,c_007441,m_01977,d_001561,API,IN,DECLINED,0
tx_2024-05_74,2024-05-05 03:06:42,58.55,c_000816,m_01016,d_004703,MOBILE,,APPROVED,0
tx_2024-05_75,2024-05-20 14:42:48,209.04,c_007945,m_00886,d_004059,API,IN,,0
tx_2024-05_76,2024-05-24 08:03:22,78.55,c_000780,m_00079,d_004385,WEB,,,0
tx_2024-05_77,2024-05-29 18:52:31,11.56,c_004116,m_00341,d_001069,MOBILE,,DECLINED,0
tx_2024-05_78,2024-05-08 14:26:02,95.32,c_004630,m_01153,d_001381,MOBILE,IN,,0
tx_2024-05_79,2024-05-14 15:41:51,5.66,c_003909,m_00052,d_004212,API,US,,0
tx_2024-05_80,2024-05-15 01:09:10,24.97,c_007371,m_01496,d_003371,WEB,,APPROVED,0
tx_2024-05_81,2024-05-07 13:09:52,86.87,c_002930,m_00503,d_001659,API,US,APPROVED,0
tx_2024-05_82,2024-05-09 07:02:58,35.61,c_007091,m_00117,d_004570,API,IN,,0
tx_2024-05_83,2024-05-26 18:25:30,34.16,c_001886,m_00100,d_000153,MOBILE,,DECLINED,0
tx_2024-05_84,2024-05-29 09:43:03,107.58,c_005091,m_00596,d_002307,WEB,US,,0
tx_2024-05_85,2024-05-12 02:02:44,8.75,c_007334,m_01738,d_002909,WEB,IN,APPROVED,0
tx_2024-05_86,2024-05-07 15:55:57,94.18,c_001492,m_01129,d_002577,API,,DECLINED,0
