txn_id,txn_ts,amount,card_id,merchant_id,device_id,channel,country,auth_result,is_fraud
tx_2024-12_0,2024-12-09 23:09:46,49.43,c_001785,m_00006,d_002199,API,US,APPROVED,0
tx_2024-12_1,2024-12-01 11:28:33,35.03,c_002241,m_00067,d_004096,API,IN,DECLINED,0
tx_2024-12_2,2024-12-01 11:18:11,43.18,c_000161,m_01684,d_000223,WEB,US,DECLINED,1
tx_2024-12_3,2024-12-13 11:18:47,83.01,c_002510,m_00666,d_002779,MOBILE,GB,,0
tx_2024-12_4,2024-12-19 17:25:40,105.48,c_005423,m_01531,d_000523,API,GB,,0
tx_2024-12_5,2024-12-07 17:56:03,11.05,c_002562,m_01613,d_004127,API,GB,,0
tx_2024-12_6,2024-12-08 17:36:08,69.57,c_003822,m_00392,d_002468,WEB,,APPROVED,0
tx_2024-12_7,2024-12-21 12:44:31,62.66,c_002887,m_00379,d_000424,API,GB,,0
tx_2024-12_8,2024-12-25 10:40:47,13.23,c_003090,m_00152,d_000592,API,IN,DECLINED,0
tx_2024-12_9,2024-12-15 01:27:01,55.55,c_000549,m_00104,d_000348,MOBILE,GB,DECLINED,0
tx_2024-12_10,2024-12-08 04:13:08,11.61,c_001657,m_01492,d_003032,API,US,APPROVED,0
tx_2024-12_11,2024-12-29 00:45:16,69.12,c_002078,m_00287,d_004425,MOBILE,US,APPROVED,0
tx_2024-12_12,2024-12-18 20:32:21,25.84,c_007288,m_01749,d_003583,WEB,,,0
tx_2024-12_13,2024-12-27 07:47:08,130.48,c_003532,m_00065,d_001672,MOBILE,IN,APPROVED,0
tx_2024-12_14,2024-12-04 15:13:32,10.22,c_001851,m_01121,d_003654,MOBILE,GB,,0
tx_2024-12_15,2024-12-07 12:20:53,34.45,c_001526,m_00228,d_002394,API,IN,APPROVED,0
tx_2024-12_16,2024-12-23 08:21:37,22.04,c_002466,m_00268,d_001602,API,US,,0
tx_2024-12_17,2024-12-11 07:14:07,16.02,c_002651,m_00103,d_002603,API,,,0
tx_2024-12_18,2024-12-04 20:00:27,23.82,c_005193,m_00516,d_002452,WEB,,,0
tx_2024-12_19,2024-12-24 23:54:46,8.19,c_001937,m_00543,d_001145,MOBILE,IN,DECLINED,0
tx_2024-12_20,2024-12-24 00:50:47,31.05,c_002258,m_00653,d_003155,MOBILE,IN,,0
tx_2024-12_21,2024-12-03 09:19:44,25.26,c_003644,m_00192,d_004307,MOBILE,GB,DECLINED,0
tx_2024-12_22,2024-12-02 10:06:58,30.97,c_005782,m_00798,d_000478,WEB,IN,,0
tx_2024-12_23,2024-12-22 07:49:14,55.38,c_004149,m_01059,d_001569,MOBILE,IN,APPROVED,0
tx_2024-12_24,2024-12-02 19:13:02,64.49,c_001010,m_01850,d_003444,MOBILE,US,,0
tx_2024-12_25,2024-12-05 21:10:47,53.98,c_001568,m_01083,d_002676,WEB,IN,,0
tx_2024-12_26,2024-12-27 19:52:37,8.74,c_005209,m_01279,d_001046,API,GB,DECLINED,0
tx_2024-12_27,2024-12-06 02:30:19,28.0,c_007864,m_01311,d_004918,MOBILE,GB,,0
tx_2024-12_28,2024-12-11 18:29:45,11.83,c_002186,m_01363,d_000350,WEB,IN,DECLINED,0
tx_2024-12_29,2024-12-21 02:10:42,8.66,c_000419,m_01812,d_001309,API,IN,,0
tx_2024-12_30,2024-12-01 09:59:32,2.75,c_000000,m_01961,d_001075,API,,,0
tx_2024-12_31,2024-12-17 20:46:22,8.32,c_000537,m_00820,d_004054,MOBILE,,APPROVED,0
tx_2024-12_32,2024-12-06 03:58:08,17.29,c_002222,m_00412,d_000486,MOBILE,IN,APPROVED,0
tx_2024-12_33,2024-12-19 04:57:39,34.63,c_002543,m_01321,d_004982,WEB,,DECLINED,0
tx_2024-12_34,2024-12-22 12:42:49,86.33,c_005532,m_01634,d_000325,API,US,DECLINED,0
tx_2024-12_35,2024-12-16 18:54:06,8.56,c_002219,m_00583,d_003138,API,,DECLINED,0
tx_2024-12_36,2024-12-13 11:27:15,132.22,c_003060,m_01232,d_004033,API,IN,APPROVED,0
tx_2024-12_37,2024-12-17 08:15:28,89.52,c_006600,m_01502,d_003652,API,IN,DECLINED,0
tx_2024-12_38,2024-12-23 17:22:12,22.07,c_004700,m_00024,d_001932,API,GB,APPROVED,0
tx_2024-12_39,2024-12-15 22:33:39,37.87,c_003364,m_01049,d_004096,WEB,,DECLINED,0
tx_2024-12_39,2024-12-15 22:33:39,37.87,c_003364,m_01049,d_004096,WEB,,DECLINED,0
tx_2024-12_40,2024-12-30 14:25:32,7.74,c_005875,m_00250,d_003707,API,GB,,0
tx_2024-12_41,2024-12-02 18:33:58,31.86,c_000242,m_01784,d_003036,WEB,GB,DECLINED,0
tx_2024-12_42,2024-12-26 19:59:50,2.27,c_005474,m_00985,d_000194,API,GB,APPROVED,0
tx_2024-12_43,2024-12-06 19:11:27,4.22,c_005526,m_01588,d_000596,MOBILE,GB,APPROVED,0
tx_2024-12_44,2024-12-23 03:29:41,56.1,c_000506,m_01333,d_001270,MOBILE,GB,APPROVED,0
tx_2024-12_45,2024-12-30 03:08:28,7.37,c_002918,m_01641,d_003569,API,IN,,0
tx_2024-12_46,2024-12-12 07:52:09,7.88,c_000549,m_00863,d_002742,API,IN,,0
tx_2024-12_47,2024-12-04 09:29:55,21.02,c_004883,m_01295,d_001215,MOBILE,GB,DECLINED,0
tx_2024-12_48,2024-12-04 20:14:28,33.32,c_006657,m_01028,d_000731,MOBILE,IN,DECLINED,0
tx_2024-12_49,2024-12-10 08:27:30,5.45,c_005431,m_01205,d_004748,MOBILE,IN,APPROVED,0
tx_2024-12_50,2024-12-30 00:47:31,10.28,c_000134,m_00150,d_000661,MOBILE,,APPROVED,0
tx_2024-12_51,2024-12-05 04:01:00,7.52,c_007892,m_00024,d_003729,API,GB,DECLINED,0
tx_2024-12_52,2024-12-23 16:26:26,4.45,c_000439,m_00851,d_002786,WEB,IN,DECLINED,0
tx_2024-12_53,2024-12-30 05:03:58,23.4,c_007710,m_01822,d_002216,WEB,,APPROVED,0
tx_2024-12_54,2024-12-21 19:13:00,47.88,c_000719,m_00193,d_001097,API,GB,,0
tx_2024-12_55,2024-12-02 07:09:22,28.27,c_000251,m_01377,d_002284,API,US,,0
tx_2024-12_56,2024-12-02 14:23:20,11.17,c_007112,m_00823,d_003620,API,,APPROVED,0
tx_2024-12_57,2024-12-04 20:43:07,371.59,c_007688,m_01194,d_003407,API,US,APPROVED,0
tx_2024-12_58,2024-12-23 04:06:56,4.32,c_003234,m_01047,d_003522,WEB,GB,APPROVED,0
tx_2024-12_59,2024-12-08 23:28:51,40.41,c_003299,m_01871,d_001731,WEB,GB,DECLINED,0
tx_2024-12_60,2024-12-15 07:21:05,28.99,c_002815,m_00940,d_003218,API,,DECLINED,0
tx_2024-12_61,2024-12-28 16:38:52,100.65,c_007771,m_00620,d_002865,WEB,US,APPROVED,0
tx_2024-12_62,2024-12-22 13:30:13,15.26,c_000323,m_01041,d_001964,API,US,,0
tx_2024-12_63,2024-12-28 05:22:05,14.0,c_002607,m_00557,d_003380,MOBILE,GB,DECLINED,0
tx_2024-12_64,2024-12-18 12:12:04,19.95,c_002474,m_00359,d_000911,API,IN,APPROVED,0
tx_2024-12_65,2024-12-03 09:08:42,4.22,c_005429,m_00794,d_004371,WEB,,DECLINED,0
tx_2024-12_66,2024-12-21 19:50:05,23.44,c_002110,m_00066,d_003261,API,,DECLINED,0
tx_2024-12_67,2024-12-11 02:23:09,13.77,c_007217,m_00507,d_003500,WEB,US,APPROVED,1
